seed,mse_3_text_audio_prompt1,mse_7_text_audio_prompt1,mse_15_text_audio_prompt1,mse_30_text_audio_prompt1,avg_mse_text_audio_prompt1,mse_3_volonly,mse_7_volonly,mse_15_volonly,mse_30_volonly,avg_mse_volonly,mse_3_text_only,mse_7_text_only,mse_15_text_only,mse_30_text_only,avg_mse_text_only,mse_3_text_audio_prompt2,mse_7_text_audio_prompt2,mse_15_text_audio_prompt2,mse_30_text_audio_prompt2,avg_mse_text_audio_prompt2,mse_3_audio_only,mse_7_audio_only,mse_15_audio_only,mse_30_audio_only,avg_mse_audio_only,mse_3_chunk_text_audio,mse_7_chunk_text_audio,mse_15_chunk_text_audio,mse_30_chunk_text_audio,avg_mse_chunk_text_audio,mse_3_random_nonqa,mse_7_random_nonqa,mse_15_random_nonqa,mse_30_random_nonqa,avg_mse_random_nonqa
63,0.3164999186992645,0.1817050725221634,0.1998647600412368,0.1323022246360778,0.2075929939746856,0.3240078687667846,0.1960981339216232,0.2286338806152343,0.1537912338972091,0.2256327793002128,0.3169476687908172,0.1827358305454254,0.2020070254802703,0.1339197903871536,0.2089025788009166,0.3164772093296051,0.1816842257976532,0.199833333492279,0.1322879046201706,0.207570668309927,0.3166404962539673,0.1820217072963714,0.2003990262746811,0.13279590010643,0.2079642824828624,0.3170976042747497,0.1827387809753418,0.2020972520112991,0.1327873021364212,0.2086802348494529,0.316561222076416,0.1819443851709365,0.2004968672990799,0.1328412741422653,0.2079609371721744
64,0.3222036063671112,0.1779340803623199,0.1719373911619186,0.1248312965035438,0.1992265935987234,0.3281245231628418,0.1880878210067749,0.1927210986614227,0.1421975493431091,0.2127827480435371,0.3191092908382416,0.1773321032524109,0.1741805970668792,0.1254869699478149,0.1990272402763366,0.3220511972904205,0.1776562482118606,0.1714238375425338,0.1244532689452171,0.198896137997508,0.3220405280590057,0.1776608675718307,0.1714374274015426,0.124462179839611,0.1989002507179975,0.3227728307247162,0.1794549971818924,0.1767427027225494,0.1278484314680099,0.201704740524292,0.3220244348049164,0.1775612384080886,0.1713058352470398,0.1243544146418571,0.1988114807754755
65,0.3457804024219513,0.1955097019672393,0.2116107940673828,0.1595966815948486,0.2281243950128555,0.3691010177135467,0.2152750343084335,0.2487401962280273,0.1931840032339096,0.2565750628709793,0.3465988636016845,0.1961844861507415,0.2131620347499847,0.1609856039285659,0.2292327471077442,0.3459257483482361,0.1956992745399475,0.2119932770729065,0.1599281579256057,0.2283866144716739,0.3459998965263366,0.1957220286130905,0.2120533883571624,0.1599955856800079,0.2284427247941494,0.3501607477664947,0.199451059103012,0.2196214199066162,0.1652108579874038,0.2336110211908817,0.3475260138511657,0.1969863921403885,0.2145988494157791,0.162405639886856,0.2303792238235473
66,0.3173454999923706,0.1712245345115661,0.1731513142585754,0.1359793543815612,0.1994251757860183,0.3208062648773193,0.1783358454704284,0.1920408457517624,0.1583562642335891,0.2123848050832748,0.3173775672912597,0.1712975054979324,0.1733329743146896,0.1361236274242401,0.1995329186320305,0.3173286020755768,0.1711895018815994,0.1730057746171951,0.1357313245534896,0.1993138007819652,0.3173447549343109,0.1712420880794525,0.1732016950845718,0.1360970586538314,0.1994713991880417,0.3521333932876587,0.1979561597108841,0.2121235579252243,0.1491817831993103,0.2278487235307693,0.3173370957374573,0.1712107062339782,0.1731833517551422,0.135971799492836,0.1994257383048534
67,0.3266674876213074,0.1794569492340088,0.1895927637815475,0.1347791403532028,0.2076240852475166,0.3394400179386139,0.1930869817733764,0.2238314002752304,0.1655925512313842,0.2304877378046512,0.3265769481658935,0.1792811155319214,0.1893104016780853,0.1345306932926178,0.2074247896671295,0.3266580104827881,0.1794487535953521,0.1895596981048584,0.1347439289093017,0.2076025977730751,0.3266471922397613,0.1794343441724777,0.1895491927862167,0.134693831205368,0.2075811401009559,0.3283089101314544,0.1816922426223755,0.1966548711061477,0.1402296721935272,0.2117214240133762,0.327084481716156,0.179869920015335,0.1909132003784179,0.1358560770750045,0.2084309197962284
69,0.322895348072052,0.1777921766042709,0.2418864071369171,0.1502259075641632,0.2231999598443508,0.3373609483242035,0.1930712163448333,0.2848934233188629,0.1832034587860107,0.2496322616934776,0.3243997395038605,0.1794916838407516,0.2470366060733795,0.154077723622322,0.2262514382600784,0.3228759765625,0.1777822524309158,0.2418619990348816,0.1502066403627395,0.2231817170977592,0.3240939080715179,0.1791124790906906,0.245873749256134,0.1531285643577575,0.225552175194025,0.3232593834400177,0.1786894649267196,0.2436042726039886,0.1527438312768936,0.2245742380619049,0.323822557926178,0.1787313669919967,0.2448977828025818,0.1526280045509338,0.2250199280679226
71,0.3293520212173462,0.186997190117836,0.2208046466112136,0.1501905024051666,0.2218360900878906,0.3539945781230926,0.2189149409532547,0.2803881168365478,0.1987195611000061,0.2630042992532253,0.3294143974781036,0.1871581971645355,0.2211293280124664,0.1505572199821472,0.2220647856593132,0.3291791379451751,0.1867944449186325,0.2203485816717147,0.1498125195503235,0.2215336710214615,0.3292290866374969,0.1869809478521347,0.2207149267196655,0.1500796526670456,0.2217511534690857,0.3309072852134704,0.1899862289428711,0.2268345654010772,0.1552951037883758,0.2257557958364486,0.3288676738739013,0.1863798648118972,0.2195891737937927,0.1493285000324249,0.221041303128004
73,0.3154456615447998,0.1694813817739486,0.1850548386573791,0.1231506094336509,0.1982831228524446,0.3199380338191986,0.1771949976682663,0.2068730145692825,0.1391124576330185,0.2107796259224414,0.3152703940868377,0.1692696362733841,0.1843519210815429,0.1227267012000083,0.1979046631604433,0.3154180347919464,0.1695284992456436,0.1851270198822021,0.1232411488890647,0.1983286757022142,0.315451979637146,0.1696368008852005,0.1854349970817566,0.1233945190906524,0.1984795741736889,0.3148912191390991,0.1689678132534027,0.1838622987270355,0.1219444423913955,0.1974164433777332,0.3153245151042938,0.1693814992904663,0.1847749352455139,0.1229396536946296,0.1981051508337259
76,0.326254278421402,0.1911859959363937,0.208654448390007,0.1401085257530212,0.216550812125206,0.3385310769081116,0.2112641781568527,0.2448883801698684,0.1694167256355285,0.2410250902175903,0.3260059356689453,0.1907641738653183,0.2077554911375045,0.1393625140190124,0.2159720286726951,0.3260067105293274,0.1908783465623855,0.2079217880964279,0.1395381540060043,0.2160862497985363,0.3265354037284851,0.1915986537933349,0.2093987315893173,0.1406257897615432,0.2170396447181701,0.3273194432258606,0.194124162197113,0.2130763232707977,0.144355833530426,0.2197189405560493,0.3262757956981659,0.1912258863449096,0.2087402939796447,0.1399502158164978,0.2165480479598045
80,0.3227638602256775,0.1901217103004455,0.228309080004692,0.1651727706193924,0.2265918552875518,0.3439682424068451,0.2234191745519638,0.2898971438407898,0.2177431434392929,0.2687569260597229,0.3227402567863464,0.1900214105844497,0.2281108647584915,0.1651200801134109,0.2264981530606746,0.3228592574596405,0.19027940928936,0.2286450862884521,0.165466621518135,0.2268125936388969,0.3226789832115173,0.1899908930063247,0.2279814034700393,0.1649475991725921,0.2263997197151184,0.3242835700511932,0.1929517984390258,0.2344601154327392,0.1697113066911697,0.230351697653532,0.3228307068347931,0.1902104616165161,0.228350430727005,0.165257841348648,0.2266623601317405
81,0.316882848739624,0.1680042892694473,0.1717992126941681,0.1101740598678588,0.1917151026427745,0.3206693828105926,0.172853484749794,0.1910600960254669,0.1238197460770607,0.2021006774157285,0.3166646063327789,0.1677782833576202,0.1706511378288269,0.1094325184822082,0.1911316365003585,0.3168742656707763,0.168002039194107,0.1717550009489059,0.1101473569869995,0.1916946657001972,0.3167982697486877,0.1679098606109619,0.1716910749673843,0.1101034879684448,0.1916256733238697,0.3173788785934448,0.1688791811466217,0.1752551347017288,0.1121135056018829,0.1934066750109195,0.3165560662746429,0.1676431149244308,0.1698739677667617,0.1089226305484771,0.1907489448785781
83,0.3152672350406647,0.1753111481666565,0.1733715981245041,0.1123770326375961,0.1940817534923553,0.3219489157199859,0.1882150620222091,0.1978169083595276,0.1304385960102081,0.2096048705279827,0.3153222203254699,0.1754099428653717,0.1736128330230713,0.1125252470374107,0.1942175608128309,0.3152926862239837,0.1753825396299362,0.1734327375888824,0.1124049425125122,0.1941282264888286,0.3152405917644501,0.1752037107944488,0.1731808483600616,0.1122420579195022,0.1939668022096157,0.3143592476844787,0.1745259761810302,0.1732158362865448,0.1127254888415336,0.1937066372483968,0.31543830037117,0.1756319850683212,0.1740133762359619,0.1128201633691787,0.194475956261158
87,0.321335881948471,0.1711146086454391,0.187009572982788,0.1272769570350647,0.2016842551529407,0.3323414027690887,0.1802037358283996,0.2110163867473602,0.1498634368181228,0.2183562405407428,0.3211946785449981,0.1710099577903747,0.1865647137165069,0.1268730759620666,0.2014106065034866,0.3207823634147644,0.1707671284675598,0.1859131157398224,0.1262286007404327,0.2009228020906448,0.3208317756652832,0.1707610040903091,0.1858142614364624,0.1262293606996536,0.2009091004729271,0.3216254115104675,0.1718005388975143,0.1893931776285171,0.1293136924505233,0.2030332051217556,0.3214628398418426,0.1712909638881683,0.1873897463083267,0.1276314705610275,0.2019437551498413
88,0.3188093304634094,0.1712018996477127,0.1857682913541793,0.1434953808784485,0.2048187255859375,0.3236658573150635,0.1771863102912902,0.2010514885187149,0.1595624089241027,0.2153665162622928,0.3189909756183624,0.171460285782814,0.186705857515335,0.1445809006690979,0.2054345048964023,0.3187525570392608,0.1710973531007766,0.185518205165863,0.1433822810649871,0.2046875990927219,0.318853497505188,0.1712525784969329,0.1859571188688278,0.1437599658966064,0.2049557901918888,0.3169096112251282,0.1691564321517944,0.1789817214012146,0.1369067281484604,0.2004886232316494,0.3186164200305938,0.1710012704133987,0.1852548122406005,0.1430981308221817,0.2044926583766937
89,0.3361179232597351,0.1916208267211914,0.2097741067409515,0.1671180576086044,0.2261577285826206,0.3636457026004791,0.2200427502393722,0.2549241781234741,0.2162874191999435,0.2637250125408172,0.3366554379463196,0.1921555995941162,0.2106748819351196,0.1681513041257858,0.2269093059003353,0.3362229168415069,0.1917629241943359,0.2100678980350494,0.1674187034368515,0.2263681106269359,0.3364335596561432,0.1919533908367157,0.2103262841701507,0.1677940934896469,0.2266268320381641,0.337162971496582,0.1935084164142608,0.21294666826725,0.1706142425537109,0.2285580746829509,0.3384893536567688,0.1941376477479934,0.2138931900262832,0.1717240214347839,0.2295610532164573
93,0.313896894454956,0.1735577136278152,0.1762400418519973,0.1069959476590156,0.192672649398446,0.3221063911914825,0.188432365655899,0.2047828882932663,0.1256238669157028,0.2102363780140876,0.3139987885951996,0.173747718334198,0.1767295598983764,0.1072497963905334,0.1929314658045768,0.3139115869998932,0.1736331135034561,0.1764190346002578,0.107108898460865,0.192768158391118,0.3139065206050873,0.1735940426588058,0.1762495785951614,0.107005201280117,0.1926888357847929,0.314215213060379,0.1745859384536743,0.1791292577981948,0.1083741560578346,0.1940761413425207,0.3142206072807312,0.1741611361503601,0.1776093095541,0.1077137812972068,0.1934262085705995
94,0.3210048079490661,0.1812852025032043,0.1947212964296341,0.1440360248088836,0.210261832922697,0.3324272632598877,0.200822040438652,0.2303500920534134,0.174554169178009,0.2345383912324905,0.3210961520671844,0.1814556568861007,0.1950411647558212,0.1442771404981613,0.2104675285518169,0.321054071187973,0.1813770532608032,0.1948888301849365,0.1440755724906921,0.2103488817811012,0.3208893239498138,0.1811001151800155,0.1943494081497192,0.1437903493642807,0.2100322991609573,0.3234315514564514,0.185722216963768,0.2039961516857147,0.1527782082557678,0.2164820320904255,0.3208904862403869,0.1812054514884948,0.1945207566022873,0.1438667476177215,0.2101208604872226
96,0.3314883112907409,0.1750737279653549,0.219148188829422,0.1550605446100235,0.2201926931738853,0.347861111164093,0.1897124797105789,0.2571730315685272,0.1888540834188461,0.2459001764655113,0.3314379155635834,0.1750479489564895,0.2190161049365997,0.1549497097730636,0.220112919807434,0.3317411541938782,0.1752979159355163,0.2197668254375457,0.1556331217288971,0.2206097543239593,0.3312706649303436,0.1748680919408798,0.2186153829097747,0.1546194106340408,0.2198433876037597,0.3309353291988373,0.1751891821622848,0.2192960232496261,0.155012235045433,0.2201081924140453,0.3309394419193268,0.1745629608631134,0.2176125198602676,0.1537207812070846,0.2192089259624481
98,0.321757823228836,0.1748470216989517,0.2092598974704742,0.1421101093292236,0.2119937129318714,0.3293264806270599,0.1844502240419387,0.2370106279850006,0.1655338555574417,0.2290802970528602,0.321875661611557,0.174930140376091,0.2096677422523498,0.142500951886177,0.2122436240315437,0.3217016756534576,0.1747207641601562,0.2089647054672241,0.1418484449386596,0.2118088975548744,0.3216761350631714,0.1746813058853149,0.2087795287370681,0.1418187916278839,0.2117389403283596,0.3217323124408722,0.1752890944480896,0.211015298962593,0.1430671215057373,0.212775956839323,0.3216589689254761,0.1745924055576324,0.2085845470428466,0.1416170597076416,0.2116132453083992
